Id,Email__c,FinServ__NetWorth__c,FinServ__CreditRating__c,Tier__c,FinServ__LifetimeValue__c,FinServ__LastUsedChannel__c,Ownership,TickerSymbol
001am00002AAAbiAAH,info@browngroupsupply.com,2876800,Good,B,50344,Other,Private,
001am00002AAAbjAAH,info@watsonclinic.com,3102800,Fair,B,54299,Mobile,Private,
001am00002AAAbkAAH,info@mooreoutlet.com,5876800,Good,B,102844,Branch,Private,
001am00002AAAblAAH,info@knappclinic.com,2782400,Good,B,48692,Other,Private,
001am00002AAAbmAAH,info@martinezpractice.com,1000000,Fair,B,25000,Branch,Private,
001am00002AAAbnAAH,info@valenciaevanseatery.com,15386000,Fair,B,269255,Other,Other,
001am00002AAAboAAH,info@williamsandsonsgrill.com,4492000,Good,B,78610,Mobile,Private,
001am00002AAAbpAAH,info@jacksonbrowndistribution.com,1400400,Fair,B,25000,Other,Private,
001am00002AAAbqAAH,info@campbellwardstore.com,1004800,Fair,B,25000,Web,Private,
001am00002AAAbrAAH,info@wilsonrealty.com,13023600,Good,B,227913,Branch,Private,
001am00002AAAbsAAH,info@yatesgrill.com,1534800,Good,B,26859,Mobile,Private,
001am00002AAAbtAAH,info@daviswaterseatery.com,1000000,Fair,B,25000,Web,Subsidiary,
001am00002AAAbuAAH,info@hollandsupply.com,1659600,Good,B,29043,Other,Subsidiary,
001am00002AAAbvAAH,info@millersupply.com,25454800,Excellent,B,445459,Call Center,Private,
001am00002AAAbwAAH,info@mcphersoncontractors.com,1276400,Fair,B,25000,Branch,Private,
001am00002AAAbxAAH,info@jimenezrestaurant.com,4554000,Good,B,79695,Branch,Private,
001am00002AAAbyAAH,info@melendezltdcontractors.com,1000000,Excellent,B,25000,Web,Subsidiary,
001am00002AAAbzAAH,info@mannltdmedical.com,5990400,Excellent,B,104832,Other,Private,
001am00002AAAc0AAH,info@johnsonllcsupply.com,5181200,Good,B,90671,Branch,Private,
001am00002AAAc1AAH,info@fostergroupsupply.com,2366400,Good,B,41412,Mobile,Public,FOST
001am00002AAAc2AAH,info@martinsupply.com,1811600,Fair,B,31703,Call Center,Private,
001am00002AAAc3AAH,info@kleinoutlet.com,3261600,Fair,B,57078,Other,Private,
001am00002AAAc4AAH,info@daypractice.com,10702800,Good,B,187299,Branch,Other,
001am00002AAAc5AAH,info@galvangrill.com,2905200,Good,B,50841,Mobile,Private,
001am00002AAAc6AAH,info@gardnergarciabuilders.com,2091600,Excellent,B,36603,Web,Private,
001am00002AAAc7AAH,info@floresplcrealty.com,1000000,Good,B,25000,Web,Other,
001am00002AAAc8AAH,info@gentryplcgrill.com,1907200,Fair,B,33376,Call Center,Private,
001am00002AAAc9AAH,info@wrightwilliamspartners.com,14469200,Good,B,253211,Branch,Private,
001am00002AAAcAAAX,info@singletonwilliamsconstru.com,2714000,Good,B,47495,Other,Private,
001am00002AAAcBAAX,info@delgadolewisretail.com,4408800,Excellent,B,77154,Web,Private,
001am00002AAAcCAAX,info@robertsonconsulting.com,2720800,Fair,B,47614,Other,Private,
001am00002AAAcDAAX,info@wilsonllcproperties.com,8109200,Good,B,141911,Other,Private,
001am00002AAAcEAAX,info@frostandsonscontractors.com,2988400,Good,B,52297,Branch,Private,
001am00002AAAcFAAX,info@fergusonlaneretail.com,1000000,Fair,B,25000,Branch,Private,
001am00002AAAcGAAX,info@simpsonvasquezassociates.com,3717200,Poor,B,65051,Mobile,Private,
001am00002AAAcHAAX,info@rodriguezwholesale.com,5023600,Good,B,87913,Other,Private,
001am00002AAAcIAAX,info@ryangrill.com,1000000,Good,B,25000,Call Center,Subsidiary,
001am00002AAAcJAAX,info@ramirezfisherproperties.com,3130800,Good,B,54789,Other,Private,
001am00002AAAcKAAX,info@marshmartinezbistro.com,2302800,Good,B,40299,Mobile,Private,
001am00002AAAcLAAX,info@johnsonoutlet.com,7692400,Excellent,B,134617,Other,Private,
001am00002AAAcMAAX,info@joyceltdeatery.com,1000000,Fair,B,25000,Branch,Private,
001am00002AAAcNAAX,info@williamsoutlet.com,2604000,Good,B,45570,Branch,Subsidiary,
001am00002AAAcOAAX,info@jacksonmendezwholesale.com,1753600,Fair,B,30688,Web,Private,
001am00002AAAcPAAX,info@lynchfarmerpartners.com,10070400,Excellent,B,176232,Web,Subsidiary,
001am00002AAAcQAAX,info@smithbennettgroup.com,4006400,Good,B,70112,Mobile,Private,
001am00002AAAcRAAX,info@tylerrealestate.com,2286400,Good,B,40012,Branch,Private,
001am00002AAAcSAAX,info@dickersonretail.com,7474800,Excellent,B,130809,Other,Private,
001am00002AAAcTAAX,info@schneiderllceatery.com,2946400,Good,B,51562,Web,Private,
001am00002AAAcUAAX,info@barnesbuilders.com,5844400,Good,B,102277,Mobile,Subsidiary,
001am00002AAAcVAAX,info@bellpierceproperties.com,4413600,Good,B,77238,Mobile,Private,
001am00002AAAcWAAX,info@perezpartners.com,5132000,Excellent,B,89810,Web,Private,
001am00002AAAcXAAX,info@valdezcontractors.com,1000000,Fair,B,25000,Mobile,Private,
001am00002AAAcYAAX,info@harrishoffmanshop.com,1000000,Fair,B,25000,Branch,Other,
001am00002AAAcZAAX,info@hallpractice.com,1851200,Good,B,32396,Other,Other,
001am00002AAAcaAAH,info@hernandezstore.com,3258400,Good,B,57022,Call Center,Private,
001am00002AAAcbAAH,info@wrightgrill.com,6444400,Excellent,B,112777,Mobile,Private,
001am00002AAAccAAH,info@duncanproperties.com,3099200,Fair,B,54236,Call Center,Private,
001am00002AAAcdAAH,info@johnsonstore.com,16348800,Excellent,B,286104,Web,Private,
001am00002AAAceAAH,info@padillaltdgrill.com,2828000,Poor,B,49490,Web,Subsidiary,
001am00002AAAcfAAH,info@taylorrestaurant.com,15029200,Excellent,B,263011,Other,Private,
001am00002AAAcgAAH,info@jimenezchandlerrealty.com,1643600,Good,B,28763,Call Center,Private,
001am00002AAAchAAH,info@ballardgroupsupply.com,1532800,Excellent,B,26824,Call Center,Other,
001am00002AAAciAAH,info@wilsonnelsoneatery.com,8401200,Excellent,B,147021,Mobile,Private,
001am00002AAAcjAAH,info@millerhansondistribution.com,1000000,Good,B,25000,Web,Private,
001am00002AAAckAAH,info@washingtonproperties.com,6674400,Good,B,116802,Call Center,Private,
001am00002AAAclAAH,info@mortonjacksoncontractors.com,6607200,Good,B,115626,Mobile,Private,
001am00002AAAcmAAH,info@perezgeorgepartners.com,5045200,Excellent,B,88291,Web,Private,
001am00002AAAcnAAH,info@vasquezgroupclinic.com,3738000,Good,B,65415,Call Center,Private,
001am00002AAAcoAAH,info@wilsonrestaurant.com,4748000,Good,B,83090,Mobile,Public,WILS
001am00002AAAcpAAH,info@smithclarkhealth.com,1696400,Good,B,29687,Mobile,Subsidiary,
001am00002AAAcqAAH,info@harringtonconsulting.com,2868800,Good,B,50204,Mobile,Private,
001am00002AAAcrAAH,info@thomasltdoutlet.com,2782000,Good,B,48685,Branch,Public,THOM
001am00002AAAcsAAH,info@patrickwardmedical.com,1874800,Fair,B,32809,Web,Private,
001am00002AAActAAH,info@andersonbistro.com,1000000,Fair,B,25000,Other,Private,
001am00002AAAcuAAH,info@hannagillproperties.com,4125200,Good,B,72191,Mobile,Private,
001am00002AAAcvAAH,info@brooksllcclinic.com,3101600,Good,B,54278,Call Center,Private,
001am00002AAAcwAAH,info@bradfordclinic.com,1472400,Fair,B,25767,Call Center,Public,BRAD
001am00002AAAcxAAH,info@riceplcgroup.com,2483600,Good,B,43463,Web,Private,
001am00002AAAcyAAH,info@burgessreyespractice.com,1286400,Good,B,25000,Mobile,Private,
001am00002AAAczAAH,info@garcialtdshop.com,1979200,Fair,B,34636,Mobile,Private,
001am00002AAAd0AAH,info@mccormickandsonspartners.com,2562800,Fair,B,44849,Call Center,Private,
001am00002AAAd1AAH,info@obrienrestaurant.com,12920800,Excellent,B,226114,Other,Public,OBRI
001am00002AAAd2AAH,info@whiterealty.com,7793600,Good,B,136388,Mobile,Private,
001am00002AAAd3AAH,info@gonzalezandsonseatery.com,3377200,Fair,B,59101,Mobile,Private,
001am00002AAAd4AAH,info@reedplcclinic.com,12930000,Excellent,B,226275,Web,Public,REED
001am00002AAAd5AAH,info@boothandsonswholesale.com,2675200,Good,B,46816,Branch,Private,
001am00002AAAd6AAH,info@nguyenbrownbuilders.com,6157200,Good,B,107751,Call Center,Other,
001am00002AAAd7AAH,info@allenplcoutlet.com,4470000,Good,B,78225,Other,Private,
001am00002AAAd8AAH,info@morganyoungretail.com,1796000,Poor,B,31430,Branch,Other,
001am00002AAAd9AAH,info@coleandsonseatery.com,9097600,Good,B,159208,Mobile,Private,
001am00002AAAdAAAX,info@brownplccontractors.com,4442400,Fair,B,77742,Mobile,Other,
001am00002AAAdBAAX,info@mitchellandsonsconsultin.com,7396000,Good,B,129430,Other,Other,
001am00002AAAdCAAX,info@franklinandsonsbuilders.com,1000000,Good,B,25000,Call Center,Other,
001am00002AAAdDAAX,info@wilsonandsonssupply.com,2589200,Fair,B,45311,Branch,Private,
001am00002AAAdEAAX,info@scottltdcontractors.com,4158000,Fair,B,72765,Other,Private,
001am00002AAAdFAAX,info@hullgroup.com,4139200,Good,B,72436,Mobile,Private,
001am00002AAAdGAAX,info@joneshealth.com,17016000,Excellent,B,297780,Other,Private,
001am00002AAAdHAAX,info@moorerestaurant.com,12314800,Good,B,215509,Mobile,Private,
001am00002AAAdIAAX,info@edwardspractice.com,3850800,Fair,B,67389,Web,Private,
001am00002AAAdJAAX,info@barnesandsonseatery.com,1780800,Fair,B,31164,Call Center,Private,
001am00002AAAdKAAX,info@beckrealty.com,2520400,Good,B,44107,Branch,Private,
001am00002AAAdLAAX,info@torresllcbuilders.com,3303600,Good,B,57813,Branch,Other,
001am00002AAAdMAAX,info@harrisonbistro.com,4357200,Excellent,B,76251,Other,Private,
001am00002AAAdNAAX,info@johnsonmedical.com,4067600,Excellent,B,71183,Branch,Private,
001am00002AAAdOAAX,info@burnsalvarezconstruction.com,1236000,Good,B,25000,Web,Subsidiary,
001am00002AAAdPAAX,info@washingtonconsulting.com,3546400,Fair,B,62062,Other,Other,
001am00002AAAdQAAX,info@silvacaldwelldistributio.com,2101600,Fair,B,36778,Other,Private,
001am00002AAAdRAAX,info@bradybistro.com,3798000,Fair,B,66465,Mobile,Private,
001am00002AAAdSAAX,info@shortassociates.com,1000000,Fair,B,25000,Call Center,Subsidiary,
001am00002AAAdTAAX,info@burtongarnerdistribution.com,4134400,Excellent,B,72352,Branch,Private,
001am00002AAAdUAAX,info@cordovastore.com,1873200,Fair,B,32781,Mobile,Private,
001am00002AAAdVAAX,info@webbllcpartners.com,2297200,Poor,B,40201,Call Center,Private,
001am00002AAAdWAAX,info@jonescampbelldistributio.com,2975200,Fair,B,52066,Web,Private,
001am00002AAAdXAAX,info@zimmermanplcclinic.com,7206000,Good,B,126105,Call Center,Private,
001am00002AAAdYAAX,info@bestpartners.com,4510800,Good,B,78939,Web,Private,
001am00002AAAdZAAX,info@jacobsnicholsonpropertie.com,4095200,Good,B,71666,Web,Public,JACO
001am00002AAAdaAAH,info@farrellfuentesstore.com,1068000,Good,B,25000,Other,Private,
001am00002AAAdbAAH,info@coxretail.com,1536400,Poor,B,26887,Web,Public,COXR
001am00002AAAdcAAH,info@woodwardoutlet.com,2671200,Good,B,46746,Call Center,Other,
001am00002AAAddAAH,info@russellwholesale.com,2497200,Fair,B,43701,Call Center,Other,
001am00002AAAdeAAH,info@brownlongassociates.com,1000000,Fair,B,25000,Other,Public,BROW
001am00002AAAdfAAH,info@wattsgrill.com,1807600,Good,B,31633,Branch,Private,
001am00002AAAdgAAH,info@gordonandsonssupply.com,1895200,Fair,B,33166,Mobile,Subsidiary,
001am00002AAAdhAAH,info@wisehayesstore.com,4829200,Good,B,84511,Other,Subsidiary,
001am00002AAAdiAAH,info@littlegrouprestaurant.com,2809200,Good,B,49161,Web,Private,
001am00002AAAdjAAH,info@blakerosarioretail.com,3382400,Fair,B,59192,Web,Private,
001am00002AAAdkAAH,info@collierllcrestaurant.com,15725200,Good,B,275191,Other,Private,
001am00002AAAdlAAH,info@poncellccontractors.com,1270000,Poor,B,25000,Other,Private,
001am00002AAAdmAAH,info@daughertygroupconsulting.com,1342000,Fair,B,25000,Web,Other,
001am00002AAAdnAAH,info@fordrealestate.com,1980400,Fair,B,34657,Branch,Subsidiary,
001am00002AAAdoAAH,info@mcmillangroup.com,8996400,Excellent,B,157437,Call Center,Public,MCMI
001am00002AAAdpAAH,info@elliscontractors.com,4730000,Excellent,B,82775,Other,Private,
001am00002AAAdqAAH,info@fosterassociates.com,3803200,Fair,B,66556,Branch,Subsidiary,
001am00002AAAdrAAH,info@hernandezltdassociates.com,1000000,Good,B,25000,Other,Private,
001am00002AAAdsAAH,info@collinsbuilders.com,2633200,Good,B,46081,Call Center,Public,COLL
001am00002AAAdtAAH,info@tatekimbistro.com,8939600,Excellent,B,156443,Call Center,Private,
001am00002AAAduAAH,info@velazquezbellmedical.com,2197200,Fair,B,38451,Other,Private,
001am00002AAAdvAAH,info@johnsonrestaurant.com,1301600,Fair,B,25000,Branch,Private,
001am00002AAAdwAAH,info@stewartconstruction.com,2592000,Good,B,45360,Web,Public,STEW
001am00002AAAdxAAH,info@lesterwoodclinic.com,6830800,Excellent,B,119539,Mobile,Private,
001am00002AAAdyAAH,info@thompsonltdproperties.com,2122000,Fair,B,37135,Call Center,Private,
001am00002AAAdzAAH,info@parksbistro.com,3921600,Good,B,68628,Web,Private,
001am00002AAAe0AAH,info@boyleretail.com,3019200,Fair,B,52836,Branch,Private,
001am00002AAAe1AAH,info@olsenplcwholesale.com,5792000,Good,B,101360,Branch,Subsidiary,
001am00002AAAe2AAH,info@jonesandsonsclinic.com,1834800,Fair,B,32109,Mobile,Public,JONE
001am00002AAAe3AAH,info@hernandezfrybuilders.com,1633200,Fair,B,28581,Call Center,Private,
001am00002AAAe4AAH,info@wrightandsonscontractors.com,1362000,Fair,B,25000,Branch,Subsidiary,
001am00002AAAe5AAH,info@richardgroupoutlet.com,7220000,Excellent,B,126350,Web,Private,
001am00002AAAe6AAH,info@simpsonmorrowpartners.com,4430000,Good,B,77525,Branch,Private,
001am00002AAAe7AAH,info@longsmithoutlet.com,3269600,Fair,B,57218,Call Center,Private,
001am00002AAAe8AAH,info@trujillowholesale.com,4750000,Excellent,B,83125,Call Center,Private,
001am00002AAAe9AAH,info@gutierrezplcassociates.com,1224000,Good,B,25000,Branch,Private,
001am00002AAAeAAAX,info@knightmillereatery.com,9390400,Fair,B,164332,Web,Subsidiary,
001am00002AAAeBAAX,info@hopkinsstore.com,8664400,Good,B,151627,Call Center,Public,HOPK
001am00002AAAeCAAX,info@reidwholesale.com,5170400,Good,B,90482,Web,Private,
001am00002AAAeDAAX,info@hannaclinic.com,2986800,Good,B,52269,Other,Private,
001am00002AAAeEAAX,info@cameronclinic.com,1617600,Good,B,28308,Web,Private,
001am00002AAAeFAAX,info@goodmanpractice.com,2076400,Good,B,36337,Other,Private,
001am00002AAAeGAAX,info@adamsfordstore.com,1353600,Fair,B,25000,Branch,Private,
001am00002AAAeHAAX,info@lewiscarrollgroup.com,1520800,Fair,B,26614,Branch,Private,
001am00002AAAeIAAX,info@bondgroupretail.com,4659200,Good,B,81536,Other,Private,
001am00002AAAeJAAX,info@robinsonandsonsretail.com,1000000,Fair,B,25000,Other,Private,
001am00002AAAeKAAX,info@bairdllceatery.com,2728800,Good,B,47754,Call Center,Private,
001am00002AAAeLAAX,info@daywilsonshop.com,2492400,Good,B,43617,Call Center,Other,
001am00002AAAeMAAX,info@hoovergroup.com,1000000,Good,B,25000,Call Center,Private,
001am00002AAAeNAAX,info@wilkersonnunezclinic.com,4749600,Fair,B,83118,Branch,Private,
001am00002AAAeOAAX,info@graybistro.com,1938800,Fair,B,33929,Branch,Private,
001am00002AAAePAAX,info@hopkinskochsupply.com,2189200,Good,B,38311,Mobile,Subsidiary,
001am00002AAAeQAAX,info@owenadamsstore.com,2498800,Poor,B,43729,Mobile,Private,
001am00002AAAeRAAX,info@taylorllceatery.com,4730400,Good,B,82782,Web,Private,
001am00002AAAeSAAX,info@mirandagrill.com,3534800,Good,B,61859,Web,Private,
001am00002AAAeTAAX,info@bullockeatery.com,4856400,Good,B,84987,Mobile,Private,
001am00002AAAeUAAX,info@arnoldandsonscontractors.com,2882400,Fair,B,50442,Web,Private,
001am00002AAAeVAAX,info@nelsonandsonsrealty.com,5280000,Good,B,92400,Call Center,Private,
001am00002AAAeWAAX,info@burtonhealth.com,2108000,Fair,B,36890,Mobile,Private,
001am00002AAAeXAAX,info@andersonhealth.com,6371600,Good,B,111503,Mobile,Other,
001am00002AAAeYAAX,info@linmedical.com,3366800,Good,B,58919,Other,Private,
001am00002AAAeZAAX,info@chavezeatery.com,2143600,Fair,B,37513,Other,Subsidiary,
001am00002AAAeaAAH,info@taylorllcgrill.com,1000000,Good,B,25000,Branch,Private,
001am00002AAAebAAH,info@graywalkerproperties.com,1490800,Fair,B,26089,Call Center,Private,
001am00002AAAecAAH,info@silvabuilders.com,2717600,Fair,B,47558,Web,Public,SILV
001am00002AAAedAAH,info@daltonmorganbistro.com,1000000,Good,B,25000,Other,Private,
001am00002AAAeeAAH,info@smithfreemanpartners.com,4137600,Good,B,72408,Web,Private,
001am00002AAAefAAH,info@hodgesbistro.com,1000000,Good,B,25000,Mobile,Private,
001am00002AAAegAAH,info@turnergroup.com,1290800,Fair,B,25000,Branch,Public,TURN
001am00002AAAehAAH,info@riverapaceconstruction.com,1851600,Excellent,B,32403,Web,Private,
001am00002AAAeiAAH,info@hallandsonssupply.com,1113200,Good,B,25000,Other,Private,
001am00002AAAejAAH,info@petersonproperties.com,1190400,Fair,B,25000,Other,Private,
001am00002AAAekAAH,info@maldonadobuilders.com,2924800,Fair,B,51184,Web,Private,
001am00002AAAelAAH,info@butlergrouprestaurant.com,5002400,Excellent,B,87542,Call Center,Private,
001am00002AAAemAAH,info@martinconstruction.com,1110000,Good,B,25000,Other,Private,
001am00002AAAenAAH,info@gomezllcbuilders.com,2044400,Fair,B,35777,Mobile,Private,
001am00002AAAeoAAH,info@hansenllcconstruction.com,10012800,Good,B,175224,Call Center,Private,
001am00002AAAepAAH,info@chenandsonssupply.com,4623200,Excellent,B,80906,Other,Public,CHEN
001am00002AAAeqAAH,info@howardrealestate.com,11913600,Good,B,208488,Branch,Private,
001am00002AAAerAAH,info@ballardboltonrestaurant.com,2773600,Good,B,48538,Branch,Private,
001am00002AAAesAAH,info@weissandsonsoutlet.com,1701600,Fair,B,29778,Call Center,Private,
001am00002AAAetAAH,info@smithlopezmedical.com,1000000,Excellent,B,25000,Web,Private,
001am00002AAAeuAAH,info@buchananhernandezconsult.com,3967200,Excellent,B,69426,Web,Public,BUCH
001am00002AAAevAAH,info@cunninghamvelasquezdistr.com,1000000,Good,B,25000,Call Center,Private,
001am00002AAAewAAH,info@simonplcrealty.com,3631200,Good,B,63546,Mobile,Other,
001am00002AAAexAAH,info@sullivanltdgroup.com,1844800,Good,B,32284,Mobile,Private,
001am00002AAAeyAAH,info@thomasgroupgroup.com,2006000,Fair,B,35105,Branch,Private,
001am00002AAAezAAH,info@millershop.com,1000000,Fair,B,25000,Web,Private,
001am00002AAAf0AAH,info@davispartners.com,2064000,Good,B,36120,Web,Private,
001am00002AAAf1AAH,info@krausecrossrealty.com,8398800,Excellent,B,146979,Call Center,Private,
001am00002AAAf2AAH,info@carterltdconsulting.com,2568400,Fair,B,44947,Branch,Private,
001am00002AAAf3AAH,info@rosarioplcbuilders.com,3006000,Good,B,52605,Web,Public,ROSA
001am00002AAAf4AAH,info@barneswheelergrill.com,1000000,Fair,B,25000,Other,Private,
001am00002AAAf5AAH,info@hullconstruction.com,1171200,Fair,B,25000,Web,Private,
001am00002AAAf6AAH,info@larsonllcbuilders.com,1105200,Fair,B,25000,Web,Private,
001am00002AAAf7AAH,info@woodswilliamsconstructio.com,5663600,Good,B,99113,Branch,Private,
001am00002AAAf8AAH,info@powellbatesconstruction.com,3048000,Good,B,53340,Branch,Private,
001am00002AAAf9AAH,info@richglennhealth.com,7230000,Excellent,B,126525,Web,Private,
001am00002AAAfAAAX,info@turnervegarealestate.com,2025200,Fair,B,35441,Call Center,Other,
001am00002AAAfBAAX,info@shermanpatrickretail.com,2146000,Good,B,37555,Other,Other,
001am00002AAAfCAAX,info@villegasgriffingroup.com,3192000,Good,B,55860,Web,Private,
001am00002AAAfDAAX,info@nelsongrouppractice.com,1000000,Fair,B,25000,Mobile,Private,
001am00002AAAfEAAX,info@valenzuelajohnsoneatery.com,1396000,Poor,B,25000,Branch,Private,
001am00002AAAfFAAX,info@washingtoncontractors.com,3206000,Good,B,56105,Call Center,Private,
001am00002AAAfGAAX,info@dyercollinspartners.com,1370800,Good,B,25000,Mobile,Private,
001am00002AAAfHAAX,info@coxmorganbistro.com,1000000,Fair,B,25000,Other,Public,COXM
001am00002AAAfIAAX,info@hernandezrobertsrealty.com,2025600,Good,B,35448,Other,Private,
001am00002AAAfJAAX,info@rossandsonsgrill.com,3853200,Fair,B,67431,Branch,Other,
001am00002AAAfKAAX,info@clarkbishopclinic.com,5327600,Excellent,B,93233,Mobile,Other,
001am00002AAAfLAAX,info@grahambistro.com,2798800,Fair,B,48979,Call Center,Private,
001am00002AAAfMAAX,info@williamsllcconstruction.com,20233600,Good,B,354088,Other,Private,
001am00002AAAfNAAX,info@andersonllcrestaurant.com,1514000,Good,B,26495,Other,Private,
001am00002AAAfOAAX,info@claytonshop.com,5956400,Good,B,104237,Branch,Private,
001am00002AAAfPAAX,info@olsonandsonsgrill.com,1000000,Fair,B,25000,Branch,Private,
001am00002AAAfQAAX,info@bryantgregorysupply.com,4088800,Good,B,71554,Branch,Private,
001am00002AAAfRAAX,info@norrisdistribution.com,2273600,Fair,B,39788,Call Center,Other,
001am00002AAAfSAAX,info@farmerlamretail.com,3452400,Fair,B,60417,Mobile,Private,
001am00002AAAfTAAX,info@smithmurphycontractors.com,1604800,Fair,B,28084,Mobile,Private,
001am00002AAAfUAAX,info@riveraconsulting.com,3212000,Fair,B,56210,Branch,Private,
001am00002AAAfVAAX,info@jonesmedical.com,3104000,Good,B,54320,Branch,Other,
001am00002AAAfWAAX,info@wheelergroupretail.com,7286000,Excellent,B,127505,Web,Private,
001am00002AAAfXAAX,info@walkergroupcontractors.com,1276400,Good,B,25000,Call Center,Other,
001am00002AAAfYAAX,info@jonesfreemanrestaurant.com,1070800,Fair,B,25000,Branch,Private,
001am00002AAAfZAAX,info@mcculloughplcpartners.com,3401200,Fair,B,59521,Mobile,Private,
001am00002AAAfaAAH,info@webbdistribution.com,6223200,Good,B,108906,Call Center,Private,
001am00002AAAfbAAH,info@howardcarpentergroup.com,3135200,Good,B,54866,Web,Subsidiary,
001am00002AAAfcAAH,info@baileystevenssupply.com,5827200,Excellent,B,101976,Mobile,Public,BAIL
001am00002AAAfdAAH,info@davisstore.com,4529600,Excellent,B,79268,Mobile,Private,
001am00002AAAfeAAH,info@camachorestaurant.com,3270000,Good,B,57225,Mobile,Private,
001am00002AAAffAAH,info@sanfordoutlet.com,2052800,Fair,B,35924,Mobile,Private,
001am00002AAAfgAAH,info@kentgonzalesretail.com,2388000,Fair,B,41790,Branch,Other,
001am00002AAAfhAAH,info@garnerbarnesbistro.com,1000000,Good,B,25000,Other,Private,
001am00002AAAfiAAH,info@hendersonsnowconstructio.com,10879200,Good,B,190386,Other,Private,
001am00002AAAfjAAH,info@francishealth.com,1000000,Poor,B,25000,Call Center,Private,
001am00002AAAfkAAH,info@taylormorrisonrestaurant.com,4611200,Good,B,80696,Other,Subsidiary,
001am00002AAAflAAH,info@murraygroup.com,12762400,Excellent,B,223342,Mobile,Other,
001am00002AAAfmAAH,info@mitchellmillergroup.com,2402400,Good,B,42042,Other,Private,
001am00002AAAfnAAH,info@kimrestaurant.com,2930000,Fair,B,51275,Other,Private,
001am00002AAAfoAAH,info@browncontractors.com,6387600,Excellent,B,111783,Branch,Private,
001am00002AAAfpAAH,info@williamsstore.com,1188800,Fair,B,25000,Call Center,Private,
001am00002AAAfqAAH,info@garcialtdsupply.com,1466000,Fair,B,25655,Web,Subsidiary,
001am00002AAAfrAAH,info@johnstonandsonsassociate.com,4303200,Good,B,75306,Web,Private,
001am00002AAAfsAAH,info@sanchezwholesale.com,1001200,Fair,B,25000,Other,Subsidiary,
001am00002AAAftAAH,info@harpergrill.com,2041600,Fair,B,35728,Other,Other,
001am00002AAAfuAAH,info@nashgroupproperties.com,1000000,Poor,B,25000,Branch,Private,
001am00002AAAfvAAH,info@munozpractice.com,14592400,Excellent,B,255367,Branch,Other,
001am00002AAAfwAAH,info@ortegagrouprealestate.com,2664800,Poor,B,46634,Web,Subsidiary,
001am00002AAAfxAAH,info@fernandezgroup.com,1409200,Good,B,25000,Mobile,Private,
001am00002AAAfyAAH,info@clarkrestaurant.com,3144000,Good,B,55020,Web,Private,
001am00002AAAfzAAH,info@ortizbuilders.com,8138000,Good,B,142415,Mobile,Other,
001am00002AAAg0AAH,info@wilsondoughertystore.com,2404000,Fair,B,42070,Other,Private,
001am00002AAAg1AAH,info@dodsondistribution.com,5313200,Excellent,B,92981,Mobile,Private,
001am00002AAAg2AAH,info@pachecomaldonadoconstruc.com,2723200,Good,B,47656,Branch,Subsidiary,
001am00002AAAg3AAH,info@bradleygrouppractice.com,4178800,Good,B,73129,Call Center,Subsidiary,
001am00002AAAg4AAH,info@smithrangelgrill.com,3392800,Fair,B,59374,Branch,Private,
001am00002AAAg5AAH,info@oconnellhowellsupply.com,2254000,Fair,B,39445,Web,Public,OCON
001am00002AAAg6AAH,info@roblesllcconstruction.com,5569600,Good,B,97468,Call Center,Private,
001am00002AAAg7AAH,info@lindseymorriseatery.com,1351600,Good,B,25000,Call Center,Private,
001am00002AAAg8AAH,info@cooperstephenssupply.com,9476400,Good,B,165837,Mobile,Subsidiary,
001am00002AAAg9AAH,info@mitchellgroup.com,5801200,Good,B,101521,Branch,Private,
001am00002AAAgAAAX,info@andrewsplcrestaurant.com,2880000,Fair,B,50400,Branch,Private,
001am00002AAAgBAAX,info@carrollgrayretail.com,3637200,Good,B,63651,Mobile,Other,
001am00002AAAgCAAX,info@byrdpractice.com,4852800,Good,B,84924,Web,Subsidiary,
001am00002AAAgDAAX,info@finleyboydoutlet.com,2880800,Good,B,50414,Web,Private,
001am00002AAAgEAAX,info@hillsupply.com,1654000,Fair,B,28945,Mobile,Private,
001am00002AAAgFAAX,info@foxoutlet.com,1042400,Fair,B,25000,Branch,Public,FOXO
001am00002AAAgGAAX,info@johnsonrealestate.com,3962800,Good,B,69349,Call Center,Private,
001am00002AAAgHAAX,info@haynesjordanmedical.com,2671200,Fair,B,46746,Other,Private,
001am00002AAAgIAAX,info@clayjonesshop.com,1031200,Good,B,25000,Mobile,Public,CLAY
001am00002AAAgJAAX,info@mcdanielescobardistribut.com,1750000,Good,B,30625,Mobile,Subsidiary,
001am00002AAAgKAAX,info@cummingssolisstore.com,15003600,Excellent,B,262563,Branch,Public,CUMM
001am00002AAAgLAAX,info@harrismiddletongrill.com,2015600,Fair,B,35273,Web,Subsidiary,
001am00002AAAgMAAX,info@williamsharmoneatery.com,6149200,Excellent,B,107611,Mobile,Private,
001am00002AAAgNAAX,info@andersonpractice.com,29866400,Good,B,522662,Call Center,Private,
001am00002AAAgOAAX,info@chavezgroupgrill.com,2173200,Fair,B,38031,Branch,Private,
001am00002AAAgPAAX,info@russellharriswholesale.com,6298000,Good,B,110215,Branch,Public,RUSS
001am00002AAAgQAAX,info@moranhamiltonbuilders.com,1273600,Good,B,25000,Mobile,Private,
001am00002AAAgRAAX,info@alexanderstore.com,1843600,Fair,B,32263,Call Center,Private,
