External_ID__c,AccountNumber,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Cust360_Contact_Picture_URL__pc,DNB_Delinquency_Score__c,DNB_Failure_Score__c,DNB_PAYDEX_Score__c,DNB_Rating__c,Description,Equifax_Credit_Risk_Score__c,Equifax_Failure_Score_CR__c,Equifax_Payment_Index__c,Experian_Intelliscore__c,Experian_Risk_Band__c,Fax,FinServ__BorrowingHistory__c,FinServ__CommunicationPreferences__pc,FinServ__ContactPreference__pc,FinServ__CountryOfResidence__pc,FinServ__CreditRating__c,FinServ__CreditScore__c,FinServ__CustomerType__c,FinServ__EmployedSince__pc,FinServ__Gender__pc,FinServ__HomeOwnership__pc,FinServ__InvestmentExperience__c,FinServ__LanguagesSpoken__pc,FinServ__LastFourDigitSSN__pc,FinServ__LastInteraction__c,FinServ__MotherMaidenName__pc,FinServ__NetWorth__c,FinServ__NumberOfChildren__pc,FinServ__NumberOfDependents__pc,FinServ__RiskTolerance__c,FinServ__ServiceModel__c,FinServ__Status__c,FinServ__TaxBracket__pc,FinServ__TaxId__pc,FinServ__TimeHorizon__c,FinServ__TotalRevenue__c,FinServ__WeddingAnniversary__pc,Fitch_Category__c,Fitch_Rating__c,INS_FEIN_Tax_ID__c,Industry,Jigsaw,MiddleName,NAICS_Code__c,NumberOfEmployees,PersonAssistantName,PersonAssistantPhone,PersonDepartment,PersonGender,PersonGenderIdentity,PersonLeadSource,PersonMailingGeocodeAccuracy,PersonMailingLatitude,PersonMailingLongitude,PersonOtherCity,PersonOtherCountry,PersonOtherGeocodeAccuracy,PersonOtherLatitude,PersonOtherLongitude,PersonOtherPhone,PersonOtherPostalCode,PersonOtherState,PersonOtherStreet,PersonPronouns,PersonTitle,Rating,Salutation,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,Tier__c,Type
HYDRATE-WL-000079,ACCT-000079,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkTAAV.jpg,,,,,,,,,,,(878) 573-8802,Excellent,Email;Text,Phone,United States,Very Good,792,Individual,2000-06-20,Male,Own,,English,2495,2025-08-22,Thomas,0.0,0,,,Premier,Active,37%,251059596,Medium-Term,,2020-01-01,,,,,,P,,,Executive Assistant,(530) 211-6026,Operations,Male,Male,Partner,Address,39.7509,-104.9548,Colorado Springs,United States,Address,38.8542,-104.8585,(251) 473-7159,80214,CO,245 Willow Rd,he/him,Dr,,,,,,,,,,,,,,Platinum,
HYDRATE-WL-000080,ACCT-000080,,,,,,,,,,https://cust360-photos.example.com/001am00002A8XkUAAV.jpg,,,,,,,,,,,(548) 991-3782,Poor,Email;Text,Email,United States,Good,739,Individual,1998-10-10,Male,Own,,English,5408,2025-07-27,Martinez,0.0,0,,,Standard,Active,35%,234364911,Long-Term,,2017-07-08,,,,,,I,,,,,Legal,Male,Male,Referral,Address,39.1133,-94.5938,Kansas City Park,United States,Address,39.0554,-94.5573,(583) 550-4838,64155,MO,47 Willow Rd,he/him,Sr,,,,,,,,,,,,,,Gold,
HYDRATE-HH-000001,ACCT-000001,82649,Indianapolis,United States,Address,39.7912,-86.165,46266,IN,1100 Sycamore Ave,,349,1345,42,3A2,,530,1368,47,44,3,(755) 523-1974,,,,,,,Business,,,,,,,2025-09-10,,,,,,,Active,,,,82649,,Speculative,BB,060997760,,17180659,,531210,5,,,,,,,,,,,,,,,,,,,,,Hot,,Indianapolis,United States,Address,39.7337,-86.2027,46266,IN,1100 Sycamore Ave,6531,Real Estate Agents & Managers,https://cumulus-75f259.example.com,,
HYDRATE-HH-000002,ACCT-000002,713386,San Francisco,United States,Address,37.7379,-122.3788,90044,CA,1100 Chestnut Ln,,360,1363,51,3A4,,506,1319,38,43,3,(783) 766-8242,,,,,,,Business,,,,,,,2025-11-11,,,,,,,Active,,,,713386,,Speculative,BB,944605091,,74613924,,523000,9,,,,,,,,,,,,,,,,,,,,,Warm,,San Francisco,United States,Address,37.8078,-122.4036,90044,CA,1100 Chestnut Ln,6199,Finance Services,https://cumulus-8e398d.example.com,,
HYDRATE-HH-000003,ACCT-000003,459609,New Orleans,United States,Address,29.9499,-90.0839,70119,LA,102 Sycamore St,,381,1342,45,3A3,,540,1227,64,57,3,(490) 370-6794,,,,,,,Business,,,,,,,2025-10-14,,,,,,,Active,,,,459609,,Speculative,BB,378724987,,32627196,,524113,8,,,,,,,,,,,,,,,,,,,,,Warm,,New Orleans,United States,Address,29.9918,-90.095,70119,LA,102 Sycamore St,6311,Life Insurance,https://cumulus-c7eca2.example.com,,
HYDRATE-HH-000004,ACCT-000004,276810,New York,United States,Address,40.71,-73.9719,10083,NY,245 Willow Blvd,,327,1371,32,BA3,,475,1419,35,42,3,(907) 330-6674,,,,,,,Business,,,,,,,2026-02-04,,,,,,,Active,,,,276810,,Speculative,B,234482980,,57875480,,541512,5,,,,,,,,,,,,,,,,,,,,,Warm,,New York,United States,Address,40.7147,-73.9991,10083,NY,245 Willow Blvd,7372,Prepackaged Software,https://cumulus-c324fc.example.com,,
HYDRATE-HH-000005,ACCT-000005,524030,Miami,United States,Address,25.7143,-80.2143,33106,FL,1505 Maple Ln,,377,1344,46,3A2,,535,1303,51,42,3,(242) 702-9718,,,,,,,Business,,,,,,,2025-07-11,,,,,,,Active,,,,524030,,Speculative,BB,793294860,,37023654,,621111,9,,,,,,,,,,,,,,,,,,,,,Warm,,Miami,United States,Address,25.7141,-80.1602,33106,FL,1505 Maple Ln,8011,Offices of Doctors of Medicine,https://cumulus-033bfb.example.com,,
HYDRATE-HH-000006,ACCT-000006,698931,Albuquerque,United States,Address,35.088,-106.6702,87124,NM,47 Elm St,,319,1381,42,3A3,,419,1395,39,46,3,(861) 124-7805,,,,,,,Business,,,,,,,2026-01-24,,,,,,,Active,,,,698931,,Speculative,BB,374445802,,02415439,,211120,1,,,,,,,,,,,,,,,,,,,,,Hot,,Albuquerque,United States,Address,35.0575,-106.6806,87124,NM,47 Elm St,1311,Crude Petroleum & Natural Gas,https://cumulus-fa371c.example.com,,
HYDRATE-HH-000007,ACCT-000007,308942,Oklahoma City,United States,Address,35.4455,-97.4898,73150,OK,3287 Willow Rd,,385,1320,48,3A2,,553,1281,49,46,3,(464) 235-0235,,,,,,,Business,,,,,,,2026-05-06,,,,,,,Active,,,,308942,,Speculative,BB,892028890,,25041838,,211120,2,,,,,,,,,,,,,,,,,,,,,Warm,,Oklahoma City,United States,Address,35.4294,-97.5538,73150,OK,3287 Willow Rd,1311,Crude Petroleum & Natural Gas,https://cumulus-2b0c58.example.com,,
HYDRATE-HH-000008,ACCT-000008,967432,Long Beach,United States,Address,33.8019,-118.1623,90008,CA,3287 Sycamore Way,,385,1296,49,3A3,,466,1339,40,42,3,(845) 814-4411,,,,,,,Business,,,,,,,2026-01-23,,,,,,,Active,,,,967432,,Speculative,BB,248767354,,46024456,,721110,3,,,,,,,,,,,,,,,,,,,,,Warm,,Long Beach,United States,Address,33.778,-118.1909,90008,CA,3287 Sycamore Way,7011,Hotels & Motels,https://cumulus-8f1fa0.example.com,,
HYDRATE-HH-000009,ACCT-000009,652400,Raleigh,United States,Address,35.7993,-78.6443,28240,NC,2014 Walnut Rd,,349,1291,46,3A1,,453,1372,41,43,3,(520) 795-5682,,,,,,,Business,,,,,,,2026-03-21,,,,,,,Active,,,,652400,,Speculative,BB,174911389,,20782713,,452210,3,,,,,,,,,,,,,,,,,,,,,Warm,,Raleigh,United States,Address,35.785,-78.6362,28240,NC,2014 Walnut Rd,5331,Variety Stores,https://cumulus-f2cd2e.example.com,,
HYDRATE-HH-000010,ACCT-000010,647478,Los Angeles,United States,Address,34.0185,-118.1945,90093,CA,47 Pine Blvd,,346,1272,34,3A1,,493,1407,46,37,4,(445) 672-0166,,,,,,,Business,,,,,,,2026-04-18,,,,,,,Active,,,,647478,,Speculative,BB,674722719,,73133792,,721110,3,,,,,,,,,,,,,,,,,,,,,Hot,,Los Angeles,United States,Address,34.0938,-118.2485,90093,CA,47 Pine Blvd,7011,Hotels & Motels,https://cumulus-b81ac3.example.com,,
HYDRATE-HH-000011,ACCT-000011,324584,Virginia Beach,United States,Address,36.8415,-75.9594,23463,VA,12 Maple Rd,,450,1215,61,3A3,,591,1229,60,69,2,(865) 606-3355,,,,,,,Business,,,,,,,2026-04-01,,,,,,,Active,,,,324584,,Investment Grade,BBB,130007046,,64705456,,211120,3,,,,,,,,,,,,,,,,,,,,,Warm,,Virginia Beach,United States,Address,36.8748,-75.9773,23463,VA,12 Maple Rd,1311,Crude Petroleum & Natural Gas,https://cumulus-61b482.example.com,,
HYDRATE-HH-000012,ACCT-000012,360553,Chicago,United States,Address,41.8944,-87.639,60650,IL,488 Birch St,,383,1247,63,3A4,,557,1297,56,52,3,(445) 696-6300,,,,,,,Business,,,,,,,2025-10-06,,,,,,,Active,,,,360553,,Speculative,BB,018263690,,35926146,,336111,9,,,,,,,,,,,,,,,,,,,,,Hot,,Chicago,United States,Address,41.8768,-87.6025,60650,IL,488 Birch St,3711,Motor Vehicles & Passenger Car Bodies,https://cumulus-2b5d31.example.com,,
HYDRATE-HH-000013,ACCT-000013,227923,Portland,United States,Address,45.4889,-122.6569,97248,OR,2014 Willow St,,313,1316,44,3A4,,518,1317,42,54,3,(507) 723-9207,,,,,,,Business,,,,,,,2026-03-23,,,,,,,Active,,,,227923,,Speculative,BB,632281325,,98021880,,721110,8,,,,,,,,,,,,,,,,,,,,,Warm,,Portland,United States,Address,45.5159,-122.6877,97248,OR,2014 Willow St,7011,Hotels & Motels,https://cumulus-6b396a.example.com,,
HYDRATE-HH-000014,ACCT-000014,132116,San Antonio,United States,Address,29.4628,-98.5216,77027,TX,47 Willow Rd,,342,1389,52,3A2,,464,1376,36,42,3,(764) 183-3086,,,,,,,Business,,,,,,,2025-09-17,,,,,,,Active,,,,132116,,Speculative,BB,761356982,,96396873,,621111,7,,,,,,,,,,,,,,,,,,,,,Warm,,San Antonio,United States,Address,29.3866,-98.465,77027,TX,47 Willow Rd,8011,Offices of Doctors of Medicine,https://cumulus-31b1e8.example.com,,
HYDRATE-HH-000015,ACCT-000015,767497,Portland,United States,Address,45.5087,-122.6886,97205,OR,2014 Cedar St,,446,1225,54,3A2,,586,1272,56,67,2,(970) 616-1946,,,,,,,Business,,,,,,,2025-12-24,,,,,,,Active,,,,767497,,Investment Grade,BBB,958253202,,64024114,,523000,4,,,,,,,,,,,,,,,,,,,,,Warm,,Portland,United States,Address,45.5004,-122.7273,97205,OR,2014 Cedar St,6199,Finance Services,https://cumulus-7f127b.example.com,,
HYDRATE-HH-000016,ACCT-000016,585953,Columbus,United States,Address,39.9892,-82.9587,43228,OH,12 Cedar Ave,,403,1292,55,3A2,,541,1342,41,49,3,(946) 670-3668,,,,,,,Business,,,,,,,2025-11-06,,,,,,,Active,,,,585953,,Speculative,BB,843336839,,46669122,,611110,5,,,,,,,,,,,,,,,,,,,,,Warm,,Columbus,United States,Address,40.0079,-82.9659,43228,OH,12 Cedar Ave,8211,Elementary & Secondary Schools,https://cumulus-3fd928.example.com,,
HYDRATE-HH-000017,ACCT-000017,597815,Albuquerque,United States,Address,35.0937,-106.6206,87180,NM,47 Cedar Ln,,291,1360,39,3A2,,456,1396,36,33,4,(741) 246-7130,,,,,,,Business,,,,,,,2025-09-10,,,,,,,Active,,,,597815,,Speculative,B,046236887,,86384566,,621111,8,,,,,,,,,,,,,,,,,,,,,Hot,,Albuquerque,United States,Address,35.0838,-106.6995,87180,NM,47 Cedar Ln,8011,Offices of Doctors of Medicine,https://cumulus-061fe5.example.com,,
HYDRATE-HH-000018,ACCT-000018,55740,Chicago,United States,Address,41.9149,-87.6097,60647,IL,102 Maple Ave,,438,1246,56,3A1,,601,1292,58,57,3,(818) 349-3518,,,,,,,Business,,,,,,,2025-08-21,,,,,,,Active,,,,55740,,Investment Grade,BBB,200809956,,68288695,,523000,7,,,,,,,,,,,,,,,,,,,,,Warm,,Chicago,United States,Address,41.8727,-87.6112,60647,IL,102 Maple Ave,6199,Finance Services,https://cumulus-5f85f5.example.com,,
HYDRATE-HH-000019,ACCT-000019,892009,Indianapolis,United States,Address,39.785,-86.1475,46272,IN,488 Maple Ln,,357,1327,45,3A4,,457,1365,42,43,3,(640) 471-4786,,,,,,,Business,,,,,,,2026-02-23,,,,,,,Active,,,,892009,,Speculative,BB,939993784,,67981189,,211120,8,,,,,,,,,,,,,,,,,,,,,Hot,,Indianapolis,United States,Address,39.7742,-86.1523,46272,IN,488 Maple Ln,1311,Crude Petroleum & Natural Gas,https://cumulus-936cae.example.com,,
HYDRATE-HH-000020,ACCT-000020,224471,Albuquerque,United States,Address,35.0608,-106.6992,87158,NM,1505 Birch St,,380,1368,54,3A3,,572,1247,51,54,3,(490) 994-4619,,,,,,,Business,,,,,,,2025-11-28,,,,,,,Active,,,,224471,,Speculative,BB,467082312,,36082092,,531210,3,,,,,,,,,,,,,,,,,,,,,Warm,,Albuquerque,United States,Address,35.0768,-106.6142,87158,NM,1505 Birch St,6531,Real Estate Agents & Managers,https://cumulus-daeb6a.example.com,,
HYDRATE-HH-000021,ACCT-000021,372851,Virginia Beach,United States,Address,36.8364,-75.9999,23467,VA,12 Willow Blvd,,355,1390,40,3A2,,524,1387,43,45,3,(987) 800-4906,,,,,,,Business,,,,,,,2025-08-19,,,,,,,Active,,,,372851,,Speculative,BB,064527449,,51221740,,524113,7,,,,,,,,,,,,,,,,,,,,,Warm,,Virginia Beach,United States,Address,36.8348,-76.0106,23467,VA,12 Willow Blvd,6311,Life Insurance,https://cumulus-d72562.example.com,,
HYDRATE-HH-000022,ACCT-000022,581563,Albuquerque,United States,Address,35.1095,-106.6345,87126,NM,1100 Pine Ln,,356,1402,37,BA4,,450,1377,47,37,4,(406) 773-9938,,,,,,,Business,,,,,,,2025-09-18,,,,,,,Active,,,,581563,,Speculative,B,820867934,,44303012,,611110,2,,,,,,,,,,,,,,,,,,,,,Warm,,Albuquerque,United States,Address,35.124,-106.6414,87126,NM,1100 Pine Ln,8211,Elementary & Secondary Schools,https://cumulus-4c2ed7.example.com,,
HYDRATE-HH-000023,ACCT-000023,738483,Chicago,United States,Address,41.8323,-87.6211,60612,IL,2014 Birch Ln,,433,1300,66,3A1,,676,1211,64,55,3,(780) 734-2021,,,,,,,Business,,,,,,,2025-10-01,,,,,,,Active,,,,738483,,Investment Grade,BBB,408800124,,28139744,,531210,7,,,,,,,,,,,,,,,,,,,,,Warm,,Chicago,United States,Address,41.9176,-87.6246,60612,IL,2014 Birch Ln,6531,Real Estate Agents & Managers,https://cumulus-0766c3.example.com,,
HYDRATE-HH-000024,ACCT-000024,988087,Miami,United States,Address,25.7455,-80.1516,33149,FL,1100 Chestnut Rd,,403,1332,48,3A2,,452,1314,49,41,3,(415) 673-6425,,,,,,,Business,,,,,,,2025-08-25,,,,,,,Active,,,,988087,,Speculative,BB,951413611,,44653238,,531210,3,,,,,,,,,,,,,,,,,,,,,Warm,,Miami,United States,Address,25.7991,-80.2375,33149,FL,1100 Chestnut Rd,6531,Real Estate Agents & Managers,https://cumulus-18eab4.example.com,,
HYDRATE-HH-000025,ACCT-000025,238111,Boston,United States,Address,42.3227,-71.1049,02121,MA,245 Willow St,,356,1363,46,3A3,,455,1346,45,41,3,(332) 953-8206,,,,,,,Business,,,,,,,2025-07-18,,,,,,,Active,,,,238111,,Speculative,BB,967420484,,11497925,,524113,2,,,,,,,,,,,,,,,,,,,,,Warm,,Boston,United States,Address,42.3491,-71.0159,02121,MA,245 Willow St,6311,Life Insurance,https://cumulus-55561d.example.com,,
HYDRATE-HH-000026,ACCT-000026,318613,Seattle,United States,Address,47.6543,-122.345,98150,WA,12 Birch St,,451,1212,56,3A1,,582,1202,54,64,2,(768) 075-7292,,,,,,,Business,,,,,,,2026-02-11,,,,,,,Active,,,,318613,,Investment Grade,BBB,472350174,,77779866,,721110,1,,,,,,,,,,,,,,,,,,,,,Warm,,Seattle,United States,Address,47.6345,-122.3437,98150,WA,12 Birch St,7011,Hotels & Motels,https://cumulus-d24d7a.example.com,,
HYDRATE-HH-000027,ACCT-000027,483016,Oklahoma City,United States,Address,35.5191,-97.5521,73176,OK,731 Pine Ave,,481,1301,61,3A1,,630,1233,58,56,3,(415) 460-7775,,,,,,,Business,,,,,,,2025-09-14,,,,,,,Active,,,,483016,,Investment Grade,BBB,599367917,,54877926,,524113,2,,,,,,,,,,,,,,,,,,,,,Warm,,Oklahoma City,United States,Address,35.4844,-97.4758,73176,OK,731 Pine Ave,6311,Life Insurance,https://cumulus-83aec7.example.com,,
HYDRATE-HH-000028,ACCT-000028,766512,Portland,United States,Address,45.5143,-122.6742,97280,OR,731 Maple Way,,335,1295,48,3A3,,513,1239,48,57,3,(775) 512-9177,,,,,,,Business,,,,,,,2026-05-21,,,,,,,Active,,,,766512,,Speculative,BB,850846996,,38247585,,531210,9,,,,,,,,,,,,,,,,,,,,,Warm,,Portland,United States,Address,45.5544,-122.6767,97280,OR,731 Maple Way,6531,Real Estate Agents & Managers,https://cumulus-4f4062.example.com,,
HYDRATE-HH-000029,ACCT-000029,88576,Columbus,United States,Address,39.9961,-83.0327,43237,OH,1505 Elm Blvd,,370,1291,47,3A3,,457,1369,37,49,3,(304) 639-1803,,,,,,,Business,,,,,,,2025-10-23,,,,,,,Active,,,,88576,,Speculative,BB,770940879,,06841038,,211120,6,,,,,,,,,,,,,,,,,,,,,Hot,,Columbus,United States,Address,39.9912,-82.9984,43237,OH,1505 Elm Blvd,1311,Crude Petroleum & Natural Gas,https://cumulus-ef58cc.example.com,,
HYDRATE-HH-000030,ACCT-000030,500200,Austin,United States,Address,30.253,-97.7834,77026,TX,12 Sycamore Way,,317,1401,42,BA3,,440,1414,35,35,4,(366) 929-1916,,,,,,,Business,,,,,,,2025-10-17,,,,,,,Active,,,,500200,,Speculative,B,849495054,,32158186,,721110,6,,,,,,,,,,,,,,,,,,,,,Warm,,Austin,United States,Address,30.3109,-97.7676,77026,TX,12 Sycamore Way,7011,Hotels & Motels,https://cumulus-5b7377.example.com,,
HYDRATE-HH-000031,ACCT-000031,834695,Minneapolis,United States,Address,44.9947,-93.2335,55458,MN,47 Maple Way,,315,1376,43,BA1,,359,1393,41,29,4,(770) 488-0992,,,,,,,Business,,,,,,,2025-12-15,,,,,,,Active,,,,834695,,Speculative,B,180214780,,02488104,,336111,10,,,,,,,,,,,,,,,,,,,,,Hot,,Minneapolis,United States,Address,45.0196,-93.2953,55458,MN,47 Maple Way,3711,Motor Vehicles & Passenger Car Bodies,https://cumulus-41fdeb.example.com,,
HYDRATE-HH-000032,ACCT-000032,662389,Tulsa,United States,Address,36.1615,-96.0171,73176,OK,488 Walnut St,,399,1301,42,3A4,,510,1261,45,46,3,(714) 875-6108,,,,,,,Business,,,,,,,2025-09-07,,,,,,,Active,,,,662389,,Speculative,BB,019287917,,53113531,,336111,2,,,,,,,,,,,,,,,,,,,,,Warm,,Tulsa,United States,Address,36.1916,-96.0049,73176,OK,488 Walnut St,3711,Motor Vehicles & Passenger Car Bodies,https://cumulus-fb89fe.example.com,,
HYDRATE-HH-000033,ACCT-000033,604616,Wichita,United States,Address,37.6971,-97.3826,67281,KS,12 Cedar St,,477,1201,55,2A3,,729,1166,65,60,2,(829) 052-3349,,,,,,,Business,,,,,,,2025-09-28,,,,,,,Active,,,,604616,,Investment Grade,BBB,690530397,,71728424,,522110,9,,,,,,,,,,,,,,,,,,,,,Warm,,Wichita,United States,Address,37.7397,-97.3598,67281,KS,12 Cedar St,6020,Commercial Banks,https://cumulus-b44488.example.com,,
HYDRATE-HH-000034,ACCT-000034,731295,Fresno,United States,Address,36.7643,-119.7792,90063,CA,731 Elm Blvd,,383,1302,49,3A3,,576,1240,55,49,3,(761) 134-2370,,,,,,,Business,,,,,,,2026-01-26,,,,,,,Active,,,,731295,,Investment Grade,BBB,422772991,,15754139,,621111,7,,,,,,,,,,,,,,,,,,,,,Warm,,Fresno,United States,Address,36.7495,-119.7948,90063,CA,731 Elm Blvd,8011,Offices of Doctors of Medicine,https://cumulus-2972cc.example.com,,
HYDRATE-HH-000035,ACCT-000035,144019,San Jose,United States,Address,37.3062,-121.8464,90058,CA,1100 Chestnut Blvd,,282,1364,45,3A3,,401,1327,35,37,4,(752) 040-0461,,,,,,,Business,,,,,,,2025-10-13,,,,,,,Active,,,,144019,,Speculative,B,094871423,,20648575,,531210,2,,,,,,,,,,,,,,,,,,,,,Warm,,San Jose,United States,Address,37.3551,-121.9344,90058,CA,1100 Chestnut Blvd,6531,Real Estate Agents & Managers,https://cumulus-cdf6a3.example.com,,
HYDRATE-HH-000036,ACCT-000036,799191,Milwaukee,United States,Address,43.085,-87.9491,53291,WI,2014 Sycamore Ln,,310,1396,41,3A3,,507,1321,40,38,4,(454) 502-6519,,,,,,,Business,,,,,,,2026-03-27,,,,,,,Active,,,,799191,,Speculative,B,476310674,,78269967,,523000,4,,,,,,,,,,,,,,,,,,,,,Warm,,Milwaukee,United States,Address,43.0284,-87.8745,53291,WI,2014 Sycamore Ln,6199,Finance Services,https://cumulus-3a23a2.example.com,,
HYDRATE-RT-000151,ACCT-000151,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH3AAN.jpg,,,,,,,,,,,(820) 859-2118,Excellent,Email;Text,Email,United States,Good,694,Individual,1999-03-13,Female,Rent,Beginner,English,6050,2025-10-04,Taylor,0.0,0,,Conservative,Self-Service,Active,22%,330497969,Short-Term,,2009-11-22,,,,,,V,,,,,Finance,Female,Female,Web,Address,43.0834,-87.9249,Milwaukee Park,United States,Address,43.0735,-87.8993,(268) 223-9325,53289,WI,1100 Maple Way,she/her,Ms,,,,,,,,,,,,,,Silver,
HYDRATE-RT-000152,ACCT-000152,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH4AAN.jpg,,,,,,,,,,,(572) 169-3267,Excellent,Email;Text,Mail,United States,Poor,507,Individual,2020-06-25,Female,Rent,Intermediate,English,6220,2026-05-17,Thomas,0.0,0,,Moderate,Self-Service,Active,22%,872662170,Medium-Term,,2002-04-09,,,,,,E,,,,,Finance,Female,Female,Partner,Address,37.7853,-122.3953,Oakland,United States,Address,37.7576,-122.2984,(261) 100-3840,90075,CA,47 Pine Ln,she/her,Ms,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000153,ACCT-000153,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH5AAN.jpg,,,,,,,,,,,(420) 847-6857,Excellent,Email;Text,Email,United States,Fair,626,Individual,1999-12-12,Female,Other,Intermediate,English,7030,2026-03-08,Johnson,0.0,2,,Moderate,Self-Service,Active,22%,033313417,Medium-Term,,2009-01-24,,,,,,B,,,,,Marketing,Female,Female,Referral,Address,39.9369,-75.1209,Philadelphia Center,United States,Address,39.9763,-75.1304,(525) 161-1454,19191,PA,47 Oak Way,she/her,Mrs,,,,,,,,,,,,,,Silver,
HYDRATE-RT-000154,ACCT-000154,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH6AAN.jpg,,,,,,,,,,,(546) 611-0545,Excellent,Email;Text,Text,United States,Fair,590,Individual,2024-05-16,Male,Rent,Beginner,English,9740,2025-09-05,Gonzalez,0.0,0,,Conservative,Self-Service,Active,12%,538905483,Short-Term,,2019-10-09,,,,,,Z,,,,,Operations,Male,Male,Referral,Address,37.6479,-97.3091,Wichita Hills,United States,Address,37.6793,-97.3678,(655) 825-9386,67270,KS,1505 Birch Blvd,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000155,ACCT-000155,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH7AAN.jpg,,,,,,,,,,,(637) 197-2639,Excellent,Email;Text,Text,United States,Good,725,Individual,2011-06-21,Female,Rent,Intermediate,English,8519,2026-04-21,Miller,0.0,0,,Moderate,Self-Service,Active,22%,504472108,Medium-Term,,,,,,,,P,,,,,Other,Female,Female,Referral,Address,31.7323,-106.5282,El Paso Heights,United States,Address,31.7933,-106.4927,(566) 096-6829,77089,TX,12 Birch Blvd,she/her,Mrs,,,,,,,,,,,,,,Silver,
HYDRATE-RT-000156,ACCT-000156,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH8AAN.jpg,,,,,,,,,,,(319) 532-4437,Excellent,Email;Text,Email,United States,Fair,633,Individual,2005-05-01,Male,Own,Beginner,English,1512,2026-01-08,Martin,0.0,0,,Conservative,Self-Service,Active,12%,017928727,Short-Term,,2009-04-18,,,,,,K,,,,,Marketing,Male,Male,Web,Address,36.1839,-115.1507,Las Vegas Hills,United States,Address,36.1357,-115.1594,(755) 241-7920,89197,NV,245 Birch Ln,he/him,Mr,,,,,,,,,,,,,,Bronze,
HYDRATE-RT-000157,ACCT-000157,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH9AAN.jpg,,,,,,,,,,,(448) 604-4810,Excellent,Email;Text,Email,United States,Good,737,Individual,2013-11-28,Male,Own,Intermediate,English,2504,2026-01-09,Taylor,0.0,0,,Moderate,Self-Service,Active,22%,338206316,Medium-Term,,2007-05-08,,,,,,P,,,,,Sales,Male,Male,Web,Address,35.4523,-97.5115,Oklahoma City Plaza,United States,Address,35.4794,-97.4817,(910) 307-2843,73180,OK,2014 Willow Way,he/him,Mr,,,,,,,,,,,,,,Silver,
HYDRATE-RT-000158,ACCT-000158,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YHAAA3.jpg,,,,,,,,,,,(249) 214-0812,Excellent,Email;Text,Phone,United States,Very Good,753,Individual,2022-02-26,Male,Other,Intermediate,English,0380,2026-03-06,Gonzalez,0.0,0,,Moderate,Self-Service,Active,22%,742779401,Medium-Term,,1999-12-27,,,,,,K,,,,,Marketing,Male,Male,Web,Address,42.3539,-83.0862,Detroit Center,United States,Address,42.3738,-83.0305,(409) 578-4219,48203,MI,102 Maple Ln,he/him,Mr,,,,,,,,,,,,,,Silver,
HYDRATE-RT-000159,ACCT-000159,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YHBAA3.jpg,,,,,,,,,,,(224) 166-8596,Excellent,Email;Text,Email,United States,Good,712,Individual,1990-04-03,Female,Rent,Intermediate,English,0600,2026-04-15,Gonzalez,0.0,2,,Moderate,Self-Service,Active,22%,970446661,Medium-Term,,2004-08-04,,,,,,U,,,,,Operations,Female,Female,Phone Inquiry,Address,45.4667,-122.6715,Portland Park,United States,Address,45.5131,-122.6325,(364) 820-2147,97207,OR,12 Birch St,she/her,Mrs,,,,,,,,,,,,,,Silver,
HYDRATE-RT-000160,ACCT-000160,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YHCAA3.jpg,,,,,,,,,,,(419) 075-7341,Excellent,Email;Text,Phone,United States,Fair,586,Individual,2006-05-14,Female,Rent,Beginner,English,6510,2026-05-09,Garcia,0.0,0,,Conservative,Self-Service,Active,12%,677169249,Short-Term,,2008-07-15,,,,,,M,,,,,Marketing,Female,Female,Partner,Address,29.7544,-95.3644,Austin,United States,Address,30.2444,-97.7864,(922) 968-2049,77052,TX,1100 Cedar Rd,she/her,Dr,,,,,,,,,,,,,,Bronze,
