External_ID__c,AccountNumber,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Cust360_Contact_Picture_URL__pc,DNB_Delinquency_Score__c,DNB_PAYDEX_Score__c,DNB_Rating__c,Description,Equifax_Credit_Risk_Score__c,Equifax_Failure_Score_CR__c,Equifax_Payment_Index__c,Experian_Intelliscore__c,Experian_Risk_Band__c,Fax,FinServ__BorrowingHistory__c,FinServ__CommunicationPreferences__pc,FinServ__ContactPreference__pc,FinServ__CountryOfResidence__pc,FinServ__CreditRating__c,FinServ__CreditScore__c,FinServ__CustomerType__c,FinServ__EmployedSince__pc,FinServ__Gender__pc,FinServ__HomeOwnership__pc,FinServ__InvestmentExperience__c,FinServ__KYCDate__c,FinServ__KYCStatus__c,FinServ__LanguagesSpoken__pc,FinServ__LastFourDigitSSN__pc,FinServ__LastInteraction__c,FinServ__LifetimeValue__c,FinServ__MotherMaidenName__pc,FinServ__NetWorth__c,FinServ__NextReview__c,FinServ__NumberOfChildren__pc,FinServ__NumberOfDependents__pc,FinServ__RelationshipStartDate__c,FinServ__RiskTolerance__c,FinServ__ServiceModel__c,FinServ__Status__c,FinServ__TaxBracket__pc,FinServ__TaxId__pc,FinServ__TimeHorizon__c,FinServ__TotalRevenue__c,FinServ__WeddingAnniversary__pc,Fitch_Category__c,Fitch_Rating__c,INS_FEIN_Tax_ID__c,Industry,Jigsaw,MiddleName,NAICS_Code__c,NumberOfEmployees,PersonAssistantName,PersonAssistantPhone,PersonDepartment,PersonGender,PersonGenderIdentity,PersonLeadSource,PersonMailingGeocodeAccuracy,PersonMailingLatitude,PersonMailingLongitude,PersonOtherCity,PersonOtherCountry,PersonOtherGeocodeAccuracy,PersonOtherLatitude,PersonOtherLongitude,PersonOtherPhone,PersonOtherPostalCode,PersonOtherState,PersonOtherStreet,PersonPronouns,PersonTitle,Rating,Salutation,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,Tier__c,Type
HYDRATE-HH-000005,ACCT-000005,585256,Miami,United States,Address,25.7799,-80.175,33106,FL,1505 Maple Ln,,358,47,3A3,,516,1293,43,48,3,(242) 702-9718,,,,,,,Relational,,,,,2026-05-22,Overdue,,,2026-04-14,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,585256,,Speculative,BB,793294860,,37023654,,621111,1,,,,,,,,,,,,,,,,,,,,,Hot,,Miami,United States,Address,25.7924,-80.2107,33106,FL,1505 Maple Ln,8011,Offices of Doctors of Medicine,https://cumulus-033bfb.example.com,,
HYDRATE-HH-000006,ACCT-000006,658456,Albuquerque,United States,Address,35.0598,-106.6725,87124,NM,47 Elm St,,348,43,3A3,,338,1339,46,43,3,(861) 124-7805,,,,,,,Relational,,,,,2026-05-27,Overdue,,,2026-04-17,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,658456,,Speculative,BB,374445802,,02415439,,211120,1,,,,,,,,,,,,,,,,,,,,,Hot,,Albuquerque,United States,Address,35.0494,-106.6424,87124,NM,47 Elm St,1311,Crude Petroleum & Natural Gas,https://cumulus-fa371c.example.com,,
HYDRATE-HH-000007,ACCT-000007,308942,Oklahoma City,United States,Address,35.4455,-97.4898,73150,OK,3287 Willow Rd,,361,49,3A2,,529,1281,49,46,3,(464) 235-0235,,,,,,,Relational,,,,,2026-05-25,Overdue,,,2025-12-24,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,308942,,Speculative,BB,892028890,,25041838,,211120,2,,,,,,,,,,,,,,,,,,,,,Warm,,Oklahoma City,United States,Address,35.4294,-97.5538,73150,OK,3287 Willow Rd,1311,Crude Petroleum & Natural Gas,https://cumulus-2b0c58.example.com,,
HYDRATE-HH-000008,ACCT-000008,215084,Long Beach,United States,Address,33.7721,-118.1702,90008,CA,3287 Sycamore Way,,367,49,3A4,,509,1356,48,56,3,(845) 814-4411,,,,,,,Relational,,,,,2026-05-26,Overdue,,,2025-10-14,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,215084,,Speculative,BB,248767354,,46024456,,721110,10,,,,,,,,,,,,,,,,,,,,,Hot,,Long Beach,United States,Address,33.7808,-118.1999,90008,CA,3287 Sycamore Way,7011,Hotels & Motels,https://cumulus-8f1fa0.example.com,,
HYDRATE-HH-000009,ACCT-000009,524148,Raleigh,United States,Address,35.7774,-78.6324,28240,NC,2014 Walnut Rd,,397,42,3A4,,459,1296,43,49,3,(520) 795-5682,,,,,,,Relational,,,,,2026-05-27,Overdue,,,2026-04-05,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,524148,,Speculative,BB,174911389,,20782713,,452210,9,,,,,,,,,,,,,,,,,,,,,Warm,,Raleigh,United States,Address,35.8063,-78.6867,28240,NC,2014 Walnut Rd,5331,Variety Stores,https://cumulus-f2cd2e.example.com,,
HYDRATE-HH-000010,ACCT-000010,128665,Los Angeles,United States,Address,34.0802,-118.2744,90093,CA,47 Pine Blvd,,351,29,3A2,,497,1323,35,40,3,(445) 672-0166,,,,,,,Relational,,,,,2026-05-25,Overdue,,,2026-01-19,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,128665,,Speculative,BB,674722719,,73133792,,721110,7,,,,,,,,,,,,,,,,,,,,,Warm,,Los Angeles,United States,Address,34.0352,-118.2823,90093,CA,47 Pine Blvd,7011,Hotels & Motels,https://cumulus-b81ac3.example.com,,
HYDRATE-HH-000011,ACCT-000011,324584,Virginia Beach,United States,Address,36.8415,-75.9594,23463,VA,12 Maple Rd,,437,48,3A3,,684,1229,60,69,2,(865) 606-3355,,,,,,,Relational,,,,,2026-05-22,Overdue,,,2026-05-16,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,324584,,Investment Grade,BBB,130007046,,64705456,,211120,3,,,,,,,,,,,,,,,,,,,,,Warm,,Virginia Beach,United States,Address,36.8748,-75.9773,23463,VA,12 Maple Rd,1311,Crude Petroleum & Natural Gas,https://cumulus-61b482.example.com,,
HYDRATE-HH-000012,ACCT-000012,627187,Chicago,United States,Address,41.8401,-87.6582,60650,IL,488 Birch St,,392,50,3A2,,573,1246,53,54,3,(445) 696-6300,,,,,,,Relational,,,,,2026-05-21,Overdue,,,2026-05-17,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,627187,,Speculative,BB,018263690,,35926146,,336111,7,,,,,,,,,,,,,,,,,,,,,Warm,,Chicago,United States,Address,41.8746,-87.5908,60650,IL,488 Birch St,3711,Motor Vehicles & Passenger Car Bodies,https://cumulus-2b5d31.example.com,,
HYDRATE-HH-000013,ACCT-000013,353326,Portland,United States,Address,45.555,-122.6459,97248,OR,2014 Willow St,,337,45,3A3,,549,1350,46,47,3,(507) 723-9207,,,,,,,Relational,,,,,2026-05-22,Overdue,,,2025-05-30,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,353326,,Speculative,BB,632281325,,98021880,,721110,9,,,,,,,,,,,,,,,,,,,,,Warm,,Portland,United States,Address,45.5402,-122.6934,97248,OR,2014 Willow St,7011,Hotels & Motels,https://cumulus-6b396a.example.com,,
HYDRATE-HH-000014,ACCT-000014,887213,San Antonio,United States,Address,29.3843,-98.4972,77027,TX,47 Willow Rd,,333,46,3A1,,491,1370,42,37,4,(764) 183-3086,,,,,,,Relational,,,,,2026-05-24,Overdue,,,2025-12-15,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,887213,,Speculative,BB,761356982,,96396873,,621111,3,,,,,,,,,,,,,,,,,,,,,Warm,,San Antonio,United States,Address,29.3948,-98.4419,77027,TX,47 Willow Rd,8011,Offices of Doctors of Medicine,https://cumulus-31b1e8.example.com,,
HYDRATE-HH-000015,ACCT-000015,803134,Portland,United States,Address,45.5087,-122.6886,97205,OR,2014 Cedar St,,460,50,3A4,,636,1266,59,66,2,(970) 616-1946,,,,,,,Relational,,,,,2026-05-25,Overdue,,,2025-10-31,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,803134,,Investment Grade,BBB,958253202,,64024114,,523000,4,,,,,,,,,,,,,,,,,,,,,Warm,,Portland,United States,Address,45.5004,-122.7273,97205,OR,2014 Cedar St,6199,Finance Services,https://cumulus-7f127b.example.com,,
HYDRATE-HH-000016,ACCT-000016,880779,Columbus,United States,Address,40.0013,-82.9521,43228,OH,12 Cedar Ave,,391,52,3A3,,628,1298,48,39,4,(946) 670-3668,,,,,,,Relational,,,,,2026-05-22,Overdue,,,2025-08-25,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,880779,,Speculative,BB,843336839,,46669122,,611110,3,,,,,,,,,,,,,,,,,,,,,Warm,,Columbus,United States,Address,39.9941,-82.9917,43228,OH,12 Cedar Ave,8211,Elementary & Secondary Schools,https://cumulus-3fd928.example.com,,
HYDRATE-HH-000017,ACCT-000017,525928,Albuquerque,United States,Address,35.1094,-106.6462,87180,NM,47 Cedar Ln,,328,37,3A4,,492,1358,45,43,3,(741) 246-7130,,,,,,,Relational,,,,,2026-05-27,Overdue,,,2025-10-18,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,525928,,Speculative,B,046236887,,86384566,,621111,3,,,,,,,,,,,,,,,,,,,,,Warm,,Albuquerque,United States,Address,35.0305,-106.6146,87180,NM,47 Cedar Ln,8011,Offices of Doctors of Medicine,https://cumulus-061fe5.example.com,,
HYDRATE-HH-000018,ACCT-000018,537486,Chicago,United States,Address,41.8727,-87.6112,60647,IL,102 Maple Ave,,444,53,3A4,,611,1212,65,58,3,(818) 349-3518,,,,,,,Relational,,,,,2026-05-21,Overdue,,,2026-03-18,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,537486,,Investment Grade,BBB,200809956,,68288695,,523000,4,,,,,,,,,,,,,,,,,,,,,Warm,,Chicago,United States,Address,41.8916,-87.5873,60647,IL,102 Maple Ave,6199,Finance Services,https://cumulus-5f85f5.example.com,,
HYDRATE-HH-000019,ACCT-000019,731721,Indianapolis,United States,Address,39.7825,-86.1558,46272,IN,488 Maple Ln,,295,50,3A1,,539,1373,50,50,3,(640) 471-4786,,,,,,,Relational,,,,,2026-05-26,Overdue,,,2026-04-13,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,731721,,Speculative,BB,939993784,,67981189,,211120,6,,,,,,,,,,,,,,,,,,,,,Hot,,Indianapolis,United States,Address,39.7777,-86.1741,46272,IN,488 Maple Ln,1311,Crude Petroleum & Natural Gas,https://cumulus-936cae.example.com,,
HYDRATE-HH-000020,ACCT-000020,58481,Albuquerque,United States,Address,35.0768,-106.6142,87158,NM,1505 Birch St,,356,55,3A1,,517,1337,48,54,3,(490) 994-4619,,,,,,,Relational,,,,,2026-05-22,Overdue,,,2025-12-05,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,58481,,Speculative,BB,467082312,,36082092,,531210,4,,,,,,,,,,,,,,,,,,,,,Warm,,Albuquerque,United States,Address,35.0626,-106.6558,87158,NM,1505 Birch St,6531,Real Estate Agents & Managers,https://cumulus-daeb6a.example.com,,
HYDRATE-HH-000021,ACCT-000021,372851,Virginia Beach,United States,Address,36.8364,-75.9999,23467,VA,12 Willow Blvd,,368,50,3A2,,413,1387,43,45,3,(987) 800-4906,,,,,,,Relational,,,,,2026-05-24,Overdue,,,2025-12-31,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,372851,,Speculative,BB,064527449,,51221740,,524113,7,,,,,,,,,,,,,,,,,,,,,Warm,,Virginia Beach,United States,Address,36.8348,-76.0106,23467,VA,12 Willow Blvd,6311,Life Insurance,https://cumulus-d72562.example.com,,
HYDRATE-HH-000022,ACCT-000022,885607,Albuquerque,United States,Address,35.078,-106.6003,87126,NM,1100 Pine Ln,,365,42,BA4,,411,1419,38,40,3,(406) 773-9938,,,,,,,Relational,,,,,2026-05-21,Overdue,,,2025-06-02,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,885607,,Speculative,B,820867934,,44303012,,611110,10,,,,,,,,,,,,,,,,,,,,,Warm,,Albuquerque,United States,Address,35.1051,-106.6938,87126,NM,1100 Pine Ln,8211,Elementary & Secondary Schools,https://cumulus-4c2ed7.example.com,,
HYDRATE-HH-000023,ACCT-000023,667815,Chicago,United States,Address,41.8854,-87.5883,60612,IL,2014 Birch Ln,,441,58,3A3,,622,1208,55,60,2,(780) 734-2021,,,,,,,Relational,,,,,2026-05-21,Overdue,,,2025-10-11,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,667815,,Investment Grade,BBB,408800124,,28139744,,531210,1,,,,,,,,,,,,,,,,,,,,,Warm,,Chicago,United States,Address,41.9004,-87.6333,60612,IL,2014 Birch Ln,6531,Real Estate Agents & Managers,https://cumulus-0766c3.example.com,,
HYDRATE-HH-000024,ACCT-000024,988087,Miami,United States,Address,25.7455,-80.1516,33149,FL,1100 Chestnut Rd,,403,49,3A2,,495,1314,49,41,3,(415) 673-6425,,,,,,,Relational,,,,,2026-05-26,Overdue,,,2025-08-31,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,988087,,Speculative,BB,951413611,,44653238,,531210,3,,,,,,,,,,,,,,,,,,,,,Warm,,Miami,United States,Address,25.7991,-80.2375,33149,FL,1100 Chestnut Rd,6531,Real Estate Agents & Managers,https://cumulus-18eab4.example.com,,
HYDRATE-HH-000025,ACCT-000025,417650,Boston,United States,Address,42.3297,-71.0724,02121,MA,245 Willow St,,385,43,3A2,,458,1334,53,45,3,(332) 953-8206,,,,,,,Relational,,,,,2026-05-26,Overdue,,,2025-12-15,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,417650,,Speculative,BB,967420484,,11497925,,524113,1,,,,,,,,,,,,,,,,,,,,,Warm,,Boston,United States,Address,42.3246,-71.0618,02121,MA,245 Willow St,6311,Life Insurance,https://cumulus-55561d.example.com,,
HYDRATE-HH-000026,ACCT-000026,599580,Seattle,United States,Address,47.5963,-122.343,98150,WA,12 Birch St,,385,59,3A2,,599,1275,58,66,2,(768) 075-7292,,,,,,,Relational,,,,,2026-05-21,Overdue,,,2025-12-28,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,599580,,Investment Grade,BBB,472350174,,77779866,,721110,5,,,,,,,,,,,,,,,,,,,,,Warm,,Seattle,United States,Address,47.6085,-122.3026,98150,WA,12 Birch St,7011,Hotels & Motels,https://cumulus-d24d7a.example.com,,
HYDRATE-HH-000027,ACCT-000027,238163,Oklahoma City,United States,Address,35.4844,-97.4758,73176,OK,731 Pine Ave,,513,60,3A1,,644,1233,68,57,3,(415) 460-7775,,,,,,,Relational,,,,,2026-05-23,Overdue,,,2025-10-26,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,238163,,Investment Grade,BBB,599367917,,54877926,,524113,8,,,,,,,,,,,,,,,,,,,,,Hot,,Oklahoma City,United States,Address,35.5057,-97.5218,73176,OK,731 Pine Ave,6311,Life Insurance,https://cumulus-83aec7.example.com,,
HYDRATE-HH-000028,ACCT-000028,766512,Portland,United States,Address,45.5143,-122.6742,97280,OR,731 Maple Way,,364,47,3A3,,504,1239,48,57,3,(775) 512-9177,,,,,,,Relational,,,,,2026-05-21,Overdue,,,2026-04-15,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,766512,,Speculative,BB,850846996,,38247585,,531210,9,,,,,,,,,,,,,,,,,,,,,Warm,,Portland,United States,Address,45.5544,-122.6767,97280,OR,731 Maple Way,6531,Real Estate Agents & Managers,https://cumulus-4f4062.example.com,,
HYDRATE-HH-000029,ACCT-000029,231277,Columbus,United States,Address,39.9912,-82.9984,43237,OH,1505 Elm Blvd,,370,47,3A1,,499,1339,35,56,3,(304) 639-1803,,,,,,,Relational,,,,,2026-05-26,Overdue,,,2026-05-08,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,231277,,Speculative,BB,770940879,,06841038,,211120,5,,,,,,,,,,,,,,,,,,,,,Warm,,Columbus,United States,Address,39.958,-83.0237,43237,OH,1505 Elm Blvd,1311,Crude Petroleum & Natural Gas,https://cumulus-ef58cc.example.com,,
HYDRATE-HH-000030,ACCT-000030,396148,Austin,United States,Address,30.267,-97.6984,77026,TX,12 Sycamore Way,,319,40,BA4,,525,1398,33,39,4,(366) 929-1916,,,,,,,Relational,,,,,2026-05-26,Overdue,,,2025-11-27,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,396148,,Speculative,B,849495054,,32158186,,721110,2,,,,,,,,,,,,,,,,,,,,,Warm,,Austin,United States,Address,30.2907,-97.7731,77026,TX,12 Sycamore Way,7011,Hotels & Motels,https://cumulus-5b7377.example.com,,
HYDRATE-HH-000031,ACCT-000031,702562,Minneapolis,United States,Address,45.0196,-93.2953,55458,MN,47 Maple Way,,300,41,BA3,,487,1348,30,37,4,(770) 488-0992,,,,,,,Relational,,,,,2026-05-21,Overdue,,,2025-06-04,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,702562,,Speculative,B,180214780,,02488104,,336111,6,,,,,,,,,,,,,,,,,,,,,Warm,,Minneapolis,United States,Address,44.9662,-93.3032,55458,MN,47 Maple Way,3711,Motor Vehicles & Passenger Car Bodies,https://cumulus-41fdeb.example.com,,
HYDRATE-HH-000032,ACCT-000032,662389,Tulsa,United States,Address,36.1615,-96.0171,73176,OK,488 Walnut St,,362,52,3A4,,491,1261,45,46,3,(714) 875-6108,,,,,,,Relational,,,,,2026-05-20,Overdue,,,2026-01-27,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,662389,,Speculative,BB,019287917,,53113531,,336111,2,,,,,,,,,,,,,,,,,,,,,Warm,,Tulsa,United States,Address,36.1916,-96.0049,73176,OK,488 Walnut St,3711,Motor Vehicles & Passenger Car Bodies,https://cumulus-fb89fe.example.com,,
HYDRATE-HH-000033,ACCT-000033,648359,Wichita,United States,Address,37.7158,-97.3881,67281,KS,12 Cedar St,,502,63,2A3,,642,1182,66,54,3,(829) 052-3349,,,,,,,Relational,,,,,2026-05-25,Overdue,,,2025-09-15,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,648359,,Investment Grade,BBB,690530397,,71728424,,522110,2,,,,,,,,,,,,,,,,,,,,,Warm,,Wichita,United States,Address,37.6713,-97.2909,67281,KS,12 Cedar St,6020,Commercial Banks,https://cumulus-b44488.example.com,,
HYDRATE-HH-000034,ACCT-000034,673928,Fresno,United States,Address,36.7352,-119.779,90063,CA,731 Elm Blvd,,404,60,3A4,,634,1226,62,52,3,(761) 134-2370,,,,,,,Relational,,,,,2026-05-21,Overdue,,,2026-01-12,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,673928,,Investment Grade,BBB,422772991,,15754139,,621111,7,,,,,,,,,,,,,,,,,,,,,Hot,,Fresno,United States,Address,36.7354,-119.7433,90063,CA,731 Elm Blvd,8011,Offices of Doctors of Medicine,https://cumulus-2972cc.example.com,,
HYDRATE-HH-000035,ACCT-000035,108960,San Jose,United States,Address,37.3462,-121.8837,90058,CA,1100 Chestnut Blvd,,351,45,3A3,,392,1364,41,38,4,(752) 040-0461,,,,,,,Relational,,,,,2026-05-22,Overdue,,,2025-09-12,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,108960,,Speculative,B,094871423,,20648575,,531210,8,,,,,,,,,,,,,,,,,,,,,Warm,,San Jose,United States,Address,37.3342,-121.9095,90058,CA,1100 Chestnut Blvd,6531,Real Estate Agents & Managers,https://cumulus-cdf6a3.example.com,,
HYDRATE-HH-000036,ACCT-000036,263612,Milwaukee,United States,Address,43.0009,-87.9216,53291,WI,2014 Sycamore Ln,,315,46,3A4,,408,1366,48,40,3,(454) 502-6519,,,,,,,Relational,,,,,2026-05-20,Overdue,,,2026-04-02,,,,2027-05-27,,,2026-05-20,,,Onboarding,,,,263612,,Speculative,B,476310674,,78269967,,523000,2,,,,,,,,,,,,,,,,,,,,,Hot,,Milwaukee,United States,Address,43.0755,-87.9026,53291,WI,2014 Sycamore Ln,6199,Finance Services,https://cumulus-3a23a2.example.com,,
HYDRATE-RT-000151,ACCT-000151,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH3AAN.jpg,,,,,,,,,,(820) 859-2118,Excellent,Email;Text,Email,United States,Good,694,Relational,2025-11-28,Female,Own,Intermediate,2026-05-24,Overdue,English,6050,2026-04-19,142.3,Taylor,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,330497969,Medium-Term,,2015-06-06,,,,,,V,,,,,HR,Female,Female,Referral,Address,43.0735,-87.8993,Milwaukee Park,United States,Address,43.0661,-87.9101,(268) 223-9325,53289,WI,1100 Maple Way,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000152,ACCT-000152,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH4AAN.jpg,,,,,,,,,,(572) 169-3267,Excellent,Email;Text,Email,United States,Poor,507,Relational,1994-03-13,Female,Rent,Intermediate,2026-05-23,Overdue,English,6220,2025-05-27,90.84,Thomas,0.0,2027-05-27,1,,2026-05-20,Moderate,Tier 3,Onboarding,22%,872662170,Medium-Term,,2021-12-24,,,,,,E,,,,,HR,Female,Female,Referral,Address,37.7457,-122.4235,Oakland,United States,Address,37.824,-122.2366,(261) 100-3840,90075,CA,47 Pine Ln,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000153,ACCT-000153,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH5AAN.jpg,,,,,,,,,,(420) 847-6857,Excellent,Email;Text,Phone,United States,Fair,626,Relational,2023-01-26,Female,Rent,Experienced,2026-05-22,Overdue,English,7030,2026-01-27,268.16,Johnson,0.0,2026-11-23,1,,2026-05-20,Aggressive,Tier 3,Onboarding,22%,033313417,Long-Term,,2019-10-05,,,,,,B,,,,,Sales,Female,Female,Partner,Address,39.9742,-75.2173,Philadelphia Center,United States,Address,39.9238,-75.2172,(525) 161-1454,19191,PA,47 Oak Way,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000154,ACCT-000154,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH6AAN.jpg,,,,,,,,,,(546) 611-0545,Excellent,Email;Text,Text,United States,Fair,590,Relational,1987-03-12,Male,Rent,Intermediate,2026-05-27,Overdue,English,9740,2026-05-22,38.52,Gonzalez,0.0,2027-05-27,0,,2026-05-20,Moderate,Tier 3,Onboarding,12%,538905483,Medium-Term,,2015-07-07,,,,,,Z,,,,,Sales,Male,Male,Web,Address,37.6793,-97.3678,Wichita Hills,United States,Address,37.6799,-97.3608,(655) 825-9386,67270,KS,1505 Birch Blvd,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000155,ACCT-000155,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH7AAN.jpg,,,,,,,,,,(637) 197-2639,Excellent,Email;Text,Phone,United States,Good,725,Relational,2022-05-01,Female,Own,Intermediate,2026-05-21,Overdue,English,8519,2025-06-06,220.93,Miller,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,504472108,Medium-Term,,,,,,,,P,,,,,Customer Service,Female,Female,Web,Address,31.7413,-106.536,El Paso Heights,United States,Address,31.738,-106.4862,(566) 096-6829,77089,TX,12 Birch Blvd,she/her,Ms,,,,,,,,,,,,,,C,
HYDRATE-RT-000156,ACCT-000156,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH8AAN.jpg,,,,,,,,,,(319) 532-4437,Excellent,Email;Text,Phone,United States,Fair,633,Relational,2013-03-24,Male,Own,Intermediate,2026-05-25,Overdue,English,1512,2025-10-16,165.59,Martin,0.0,2027-05-27,0,,2026-05-20,Moderate,Tier 3,Onboarding,12%,017928727,Medium-Term,,2005-09-25,,,,,,K,,,,,Engineering,Male,Male,Web,Address,36.1593,-115.1743,Las Vegas Hills,United States,Address,36.1506,-115.1583,(755) 241-7920,89197,NV,245 Birch Ln,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000157,ACCT-000157,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YH9AAN.jpg,,,,,,,,,,(448) 604-4810,Poor,Email;Text,Phone,United States,Good,737,Relational,2010-11-26,Male,Other,Intermediate,2026-05-20,Overdue,English,2504,2025-08-31,143.78,Taylor,0.0,2026-11-23,1,,2026-05-20,Moderate,Tier 3,Onboarding,22%,338206316,Medium-Term,,2021-04-13,,,,,,P,,,,,Operations,Male,Male,Partner,Address,35.4794,-97.4817,Oklahoma City Plaza,United States,Address,35.4359,-97.5143,(910) 307-2843,73180,OK,2014 Willow Way,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000158,ACCT-000158,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YHAAA3.jpg,,,,,,,,,,(249) 214-0812,Poor,Email;Text,Text,United States,Very Good,753,Relational,2021-06-16,Male,Own,Intermediate,2026-05-24,Overdue,English,0380,2026-03-17,157.9,Gonzalez,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,742779401,Medium-Term,,2006-04-24,,,,,,K,,,,,Marketing,Male,Male,Other,Address,42.3045,-83.0111,Detroit Center,United States,Address,42.3749,-83.0091,(409) 578-4219,48203,MI,102 Maple Ln,he/him,Mr,,,,,,,,,,,,,,C,
HYDRATE-RT-000159,ACCT-000159,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YHBAA3.jpg,,,,,,,,,,(224) 166-8596,Excellent,Email;Text,Text,United States,Good,712,Relational,2022-08-20,Female,Rent,Intermediate,2026-05-23,Overdue,English,0600,2025-08-24,200.7,Gonzalez,0.0,2026-11-23,0,,2026-05-20,Moderate,Tier 3,Onboarding,22%,970446661,Medium-Term,,1999-03-03,,,,,,U,,,,,Operations,Female,Female,Referral,Address,45.4669,-122.6426,Portland Park,United States,Address,45.4929,-122.6803,(364) 820-2147,97207,OR,12 Birch St,she/her,Mrs,,,,,,,,,,,,,,C,
HYDRATE-RT-000160,ACCT-000160,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YHCAA3.jpg,,,,,,,,,,(419) 075-7341,Poor,Email;Text,Phone,United States,Fair,586,Relational,2006-05-14,Female,Own,Beginner,2026-05-24,Overdue,English,6510,2026-04-30,39.96,Garcia,0.0,2027-05-27,0,,2026-05-20,Conservative,Tier 3,Onboarding,12%,677169249,Short-Term,,2008-07-15,,,,,,M,,,,,Marketing,Female,Female,Partner,Address,29.7544,-95.3644,Austin,United States,Address,30.2444,-97.7864,(922) 968-2049,77052,TX,1100 Cedar Rd,she/her,Dr,,,,,,,,,,,,,,C,
HYDRATE-RT-000161,ACCT-000161,,,,,,,,,,https://cust360-photos.example.com/001am00002A8YHDAA3.jpg,,,,,,,,,,(400) 666-6644,Poor,Email;Text,Email,United States,Fair,637,Relational,2013-03-12,Female,Own,Beginner,2026-05-26,Overdue,English,1271,2025-07-30,330.56,Jackson,0.0,2026-11-23,0,,2026-05-20,Conservative,Tier 3,Onboarding,22%,711024080,Short-Term,,2005-06-08,,,,,,C,,,,,Engineering,Female,Female,Referral,Address,39.776,-104.9752,Colorado Springs,United States,Address,38.8286,-104.8281,(359) 668-3056,80274,CO,47 Elm Ave,she/her,Ms,,,,,,,,,,,,,,C,
